date,TempInSitu,Serial,SalinityInSitu_1pCal
2021-01-15 10:48:22,29.41,316,33.53299439
2021-01-15 10:48:32,29.43,316,33.60697999
2021-01-15 10:48:42,29.42,316,33.75805928
2021-01-15 10:48:52,29.42,316,33.76138659
2021-01-15 10:49:02,29.41,316,33.63732306
2021-01-15 10:49:12,29.41,316,33.56551985
2021-01-15 10:49:22,29.39,316,33.70690288
2021-01-15 10:49:32,29.39,316,33.64476095
2021-01-15 10:49:42,29.41,316,33.70933224
2021-01-15 10:49:52,29.39,316,33.6611273
2021-01-15 10:50:02,29.41,316,33.66348243
2021-01-15 10:50:12,29.41,316,33.65359475
2021-01-15 10:50:22,29.41,316,33.66348312
2021-01-15 10:50:32,29.41,316,33.62096826
2021-01-15 10:50:42,29.41,316,33.61440783
2021-01-15 10:50:52,29.39,316,33.64476371
2021-01-15 10:51:02,29.39,316,33.62839966
2021-01-15 10:51:12,29.39,316,33.61212679
2021-01-15 10:51:22,29.41,316,33.67984638
2021-01-15 10:51:32,29.39,316,33.69053817
2021-01-15 10:51:42,29.38,316,33.6354003
2021-01-15 10:51:52,29.38,316,33.67794181
2021-01-15 10:52:02,29.38,316,33.67794216
2021-01-15 10:52:12,29.38,316,33.64520393
2021-01-15 10:52:22,29.39,316,33.66113248
2021-01-15 10:52:32,29.41,316,33.65036361
2021-01-15 10:52:42,29.39,316,33.64800457
2021-01-15 10:52:52,29.42,316,33.6662824
2021-01-15 10:53:02,29.39,316,33.65780667
2021-01-15 10:53:12,29.41,316,33.66672517
2021-01-15 10:53:22,29.41,316,33.69621299
2021-01-15 10:53:32,29.42,316,33.68587813
2021-01-15 10:53:42,29.42,316,33.66628413
2021-01-15 10:53:52,29.43,316,33.65928245
2021-01-15 10:54:02,29.42,316,33.65972382
2021-01-15 10:54:12,29.42,316,33.67608211
2021-01-15 10:54:22,29.41,316,33.71590564
2021-01-15 10:54:32,29.42,316,33.6858802
2021-01-15 10:54:42,29.41,316,33.627448
2021-01-15 10:54:52,29.39,316,33.64800906
2021-01-15 10:55:02,29.39,316,33.64144541
2021-01-15 10:55:12,29.39,316,33.66437566
2021-01-15 10:55:22,29.41,316,33.73227296
2021-01-15 10:55:32,29.42,316,33.64660553
2021-01-15 10:55:42,29.41,316,33.70934467
2021-01-15 10:55:52,29.41,316,33.65360649
2021-01-15 10:56:02,29.42,316,33.65316716
2021-01-15 10:56:12,29.42,316,33.58137154
2021-01-15 10:56:22,29.42,316,33.62045677
2021-01-15 10:56:32,29.41,316,33.5785639
2021-01-15 10:56:42,29.39,316,33.53070102
2021-01-15 10:56:52,29.39,316,33.55343949
2021-01-15 10:57:02,29.39,316,33.52423124
2021-01-15 10:57:12,29.39,316,33.53070206
2021-01-15 10:57:22,29.38,316,33.5214116
2021-01-15 10:57:32,29.38,316,33.57669627
2021-01-15 10:57:42,29.38,316,33.60933465
2021-01-15 10:57:52,29.37,316,33.56741046
2021-01-15 10:58:02,29.38,316,33.54415421
2021-01-15 10:58:12,29.39,316,33.54697107
2021-01-15 10:58:22,29.41,316,33.51675511
2021-01-15 10:58:32,29.41,316,33.55574559
2021-01-15 10:58:42,29.42,316,33.47081018
2021-01-15 10:58:52,29.43,316,33.49302942
2021-01-15 10:59:02,29.44,316,33.43104453
2021-01-15 10:59:12,29.43,316,33.45415542
2021-01-15 10:59:22,29.44,316,33.43427608
2021-01-15 10:59:32,29.44,316,33.37926875
2021-01-15 10:59:42,29.43,316,33.4249827
2021-01-15 10:59:52,29.43,316,33.43153557
2021-01-15 11:00:02,29.42,316,33.43193533
2021-01-15 11:00:12,29.42,316,33.47081329
2021-01-15 11:00:22,29.42,316,33.461116
2021-01-15 11:00:32,29.39,316,33.50150351
2021-01-15 11:00:42,29.39,316,33.50150386
2021-01-15 11:00:52,29.38,316,33.50191547
2021-01-15 11:01:02,29.39,316,33.50150455
2021-01-15 11:01:12,29.38,316,33.46956432
2021-01-15 11:01:22,29.38,316,33.42419058
2021-01-15 11:01:32,29.39,316,33.46906981
2021-01-15 11:01:42,29.36,316,33.45104967
2021-01-15 11:01:52,29.39,316,33.43987358
2021-01-15 11:02:02,29.39,316,33.43017246
2021-01-15 11:02:12,29.39,316,33.43017281
2021-01-15 11:02:22,29.39,316,33.44634251
2021-01-15 11:02:32,29.37,316,33.50565598
2021-01-15 11:02:42,29.39,316,33.55021596
2021-01-15 11:02:52,29.38,316,33.58327049
2021-01-15 11:03:02,29.35,316,33.58796675
2021-01-15 11:03:12,29.32,316,33.66441515
2021-01-15 11:03:22,29.35,316,33.61072819
2021-01-15 11:03:32,29.32,316,33.60895848
2021-01-15 11:03:42,29.33,316,33.56938304
2021-01-15 11:03:52,29.3,316,33.5936094
2021-01-15 11:04:02,29.28,316,33.60437022
2021-01-15 11:04:12,29.27,316,33.61786246
2021-01-15 11:04:22,29.27,316,33.59831165
2021-01-15 11:04:32,29.24,316,33.63565042
2021-01-15 11:04:42,29.24,316,33.62582374
2021-01-15 11:04:52,29.26,316,33.57278888
2021-01-15 11:05:02,29.26,316,33.56630221
2021-01-15 11:05:12,29.22,316,33.60080367
2021-01-15 11:05:22,29.24,316,33.59328203
2021-01-15 11:05:32,29.22,316,33.57808123
2021-01-15 11:05:42,29.24,316,33.58679274
2021-01-15 11:05:52,29.24,316,33.554256
2021-01-15 11:06:02,29.22,316,33.59106662
2021-01-15 11:06:12,29.24,316,33.57705916
2021-01-15 11:06:22,29.22,316,33.6008061
2021-01-15 11:06:32,29.22,316,33.61712893
2021-01-15 11:06:42,29.24,316,33.59977499
2021-01-15 11:06:52,29.21,316,33.59158228
2021-01-15 11:07:02,29.21,316,33.61431133
2021-01-15 11:07:12,29.21,316,33.58508951
2021-01-15 11:07:22,29.19,316,33.5925206
2021-01-15 11:07:32,29.19,316,33.58277724
2021-01-15 11:07:42,29.19,316,33.59585951
2021-01-15 11:07:52,29.17,316,33.60988535
2021-01-15 11:08:02,29.19,316,33.61210096
2021-01-15 11:08:12,29.17,316,33.61963452
2021-01-15 11:08:22,29.15,316,33.62717259
2021-01-15 11:08:32,29.15,316,33.63367476
2021-01-15 11:08:42,29.16,316,33.60056329
2021-01-15 11:08:52,29.15,316,33.63367546
2021-01-15 11:09:02,29.14,316,33.60809485
2021-01-15 11:09:12,29.15,316,33.62717432
2021-01-15 11:09:22,29.16,316,33.63315612
2021-01-15 11:09:32,29.12,316,33.6547547
2021-01-15 11:09:42,29.14,316,33.63419745
2021-01-15 11:09:52,29.11,316,33.66829391
2021-01-15 11:10:02,29.11,316,33.66178664
2021-01-15 11:10:12,29.12,316,33.67752872
2021-01-15 11:10:22,29.11,316,33.6944178
2021-01-15 11:10:32,29.11,316,33.66178768
2021-01-15 11:10:42,29.12,316,33.68738059
2021-01-15 11:10:52,29.11,316,33.71719988
2021-01-15 11:11:02,29.1,316,33.72424551
2021-01-15 11:11:12,29.09,316,33.70850279
2021-01-15 11:11:22,29.1,316,33.69486004
2021-01-15 11:11:32,29.09,316,33.73129431
2021-01-15 11:11:42,29.09,316,33.74766577
2021-01-15 11:11:52,29.09,316,33.7411537
2021-01-15 11:12:02,29.09,316,33.76403885
2021-01-15 11:12:12,29.09,316,33.76403919
2021-01-15 11:12:22,29.09,316,33.75752662
2021-01-15 11:12:32,29.09,316,33.74115509
2021-01-15 11:12:42,29.09,316,33.75752731
2021-01-15 11:12:52,29.1,316,33.75047427
2021-01-15 11:13:02,29.1,316,33.75047462
2021-01-15 11:13:12,29.08,316,33.76458423
2021-01-15 11:13:22,29.08,316,33.73509169
2021-01-15 11:13:32,29.08,316,33.78096159
2021-01-15 11:13:42,29.08,316,33.78096194
2021-01-15 11:13:52,29.08,316,33.78096228
2021-01-15 11:14:02,29.05,316,33.81528454
2021-01-15 11:14:12,29.06,316,33.78848129
2021-01-15 11:14:22,29.05,316,33.81528524
2021-01-15 11:14:32,29.04,316,33.82235776
2021-01-15 11:14:42,29.06,316,33.79509027
2021-01-15 11:14:52,29.06,316,33.77870692
2021-01-15 11:15:02,29.05,316,33.77264364
2021-01-15 11:15:12,29.06,316,33.80160894
2021-01-15 11:15:22,29.06,316,33.78848372
2021-01-15 11:15:32,29.05,316,33.79554951
2021-01-15 11:15:42,29.06,316,33.79835115
2021-01-15 11:15:52,29.06,316,33.77210157
2021-01-15 11:16:02,29.05,316,33.80215992
2021-01-15 11:16:12,29.05,316,33.77916419
2021-01-15 11:16:22,29.04,316,33.80261918
2021-01-15 11:16:32,29.04,316,33.80923031
2021-01-15 11:16:42,29.03,316,33.8163025
2021-01-15 11:16:52,29.03,316,33.81630285
2021-01-15 11:17:02,29.05,316,33.80542149
2021-01-15 11:17:12,29.04,316,33.79284096
2021-01-15 11:17:22,29.03,316,33.80969169
2021-01-15 11:17:32,29.03,316,33.84909659
2021-01-15 11:17:42,29.03,316,33.79991032
2021-01-15 11:17:52,29.04,316,33.80923309
2021-01-15 11:18:02,29.03,316,33.81630528
2021-01-15 11:18:12,29.03,316,33.81630563
2021-01-15 11:18:22,29.03,316,33.79991171
2021-01-15 11:18:32,29.01,316,33.84024452
2021-01-15 11:18:42,29,316,33.86046983
2021-01-15 11:18:52,29,316,33.84732665
2021-01-15 11:19:02,29,316,33.82439575
2021-01-15 11:19:12,28.97,316,33.83575549
2021-01-15 11:19:22,28.99,316,33.85441162
2021-01-15 11:19:32,28.99,316,33.84462073
2021-01-15 11:19:42,28.99,316,33.83800318
2021-01-15 11:19:52,28.97,316,33.87520927
